,Unnamed: 0.1,Unnamed: 0,ID_do_cliente,Idade,Gênero,Item_comprado,Categoria,Valor_da_compra_(USD),Localização,Tamanho,Cor,Temporada,Avaliação_da_avaliação,Status_da_assinatura,Método_de_pagamento,Tipo_de_envio,Desconto_aplicado,Código_promocional_usado,Compras_Anteriores,Método_de_pagamento_preferido,Frequência_de_compras
3313,3313,3313,3314,55,Feminino,Chapéu,Acessórios,30,Kansas,XL,Black,Outono,3.9,No,Cash,Express,No,No,45,Credit Card,Mensal
3314,3314,3314,3315,55,Feminino,Meias,Roupas,94,Kansas,M,Violet,Primavera,3.3,No,PayPal,Standard,No,No,8,Credit Card,Trimestral
3315,3315,3315,3316,48,Feminino,Lenço,Acessórios,68,Kentucky,S,Gold,Verão,2.9,No,Credit Card,Standard,No,No,4,PayPal,Cada 3 meses
3316,3316,3316,3317,42,Feminino,Meias,Roupas,45,New Mexico,M,Olive,Verão,3.1,No,Cash,Free Shipping,No,No,5,Debit Card,Quinzenal
3317,3317,3317,3318,21,Feminino,Chapéu,Acessórios,67,North Carolina,XL,Pink,Verão,4.7,No,Debit Card,Standard,No,No,30,Cash,Trimestral
3318,3318,3318,3319,45,Feminino,Jaqueta,Agasalhos,46,North Dakota,M,Olive,Verão,3.9,No,Venmo,Free Shipping,No,No,15,PayPal,Mensal
3319,3319,3319,3320,23,Feminino,Shorts,Roupas,31,North Dakota,M,Indigo,Verão,4.3,No,Cash,Next Day Air,No,No,17,Credit Card,Cada 3 meses
3320,3320,3320,3321,66,Feminino,Blusa,Roupas,44,Illinois,XL,Silver,Outono,4.2,No,Cash,2-Day Shipping,No,No,45,Cash,Cada 3 meses
3321,3321,3321,3322,32,Feminino,Casaco,Agasalhos,100,Maine,S,Charcoal,Inverno,4.3,No,Bank Transfer,Next Day Air,No,No,3,Venmo,Anual
3322,3322,3322,3323,52,Feminino,Suéter,Roupas,92,Indiana,XL,Orange,Inverno,4.6,No,Credit Card,Next Day Air,No,No,43,PayPal,Semanal
3323,3323,3323,3324,54,Feminino,Bolsa,Acessórios,78,North Dakota,M,Yellow,Inverno,3.8,No,Venmo,Free Shipping,No,No,4,Credit Card,Mensal
3324,3324,3324,3325,37,Feminino,T-shirt,Roupas,32,Missouri,S,Red,Outono,3.3,No,Venmo,Standard,No,No,41,Venmo,Semanal
3325,3325,3325,3326,29,Feminino,Sandálias,Calçados,97,Alaska,M,Maroon,Outono,3.7,No,Debit Card,2-Day Shipping,No,No,16,Venmo,Mensal
3326,3326,3326,3327,47,Feminino,Luvas,Acessórios,95,North Dakota,M,Magenta,Verão,4.3,No,Cash,Standard,No,No,10,Debit Card,Anual
3327,3327,3327,3328,47,Feminino,Shorts,Roupas,64,Connecticut,M,Black,Primavera,4.1,No,Bank Transfer,Express,No,No,2,Debit Card,Trimestral
3328,3328,3328,3329,42,Feminino,Sandálias,Calçados,35,Wisconsin,M,Violet,Primavera,3.2,No,Venmo,Free Shipping,No,No,11,Cash,Cada 2 semanas
3329,3329,3329,3330,34,Feminino,Mochila,Acessórios,54,New Jersey,M,Gray,Inverno,3.8,No,Debit Card,Express,No,No,1,Debit Card,Cada 2 semanas
3330,3330,3330,3331,38,Feminino,Tênis,Calçados,96,Missouri,M,Black,Primavera,3.2,No,PayPal,2-Day Shipping,No,No,41,Bank Transfer,Trimestral
3331,3331,3331,3332,55,Feminino,Óculos de sol,Acessórios,58,California,M,Pink,Verão,3.5,No,Debit Card,Free Shipping,No,No,39,PayPal,Trimestral
3332,3332,3332,3333,27,Feminino,T-shirt,Roupas,23,Washington,M,Silver,Verão,3.1,No,PayPal,2-Day Shipping,No,No,1,PayPal,Cada 2 semanas
3333,3333,3333,3334,55,Feminino,Jeans,Roupas,35,Minnesota,M,Violet,Primavera,4.2,No,Debit Card,Express,No,No,3,PayPal,Mensal
3334,3334,3334,3335,66,Feminino,Camisa,Roupas,23,California,M,Beige,Verão,3.4,No,Bank Transfer,Free Shipping,No,No,21,Credit Card,Anual
3335,3335,3335,3336,44,Feminino,Chapéu,Acessórios,94,Texas,XL,Cyan,Inverno,3.5,No,Credit Card,Express,No,No,48,Bank Transfer,Trimestral
3336,3336,3336,3337,39,Feminino,Blusa,Roupas,45,Montana,M,Brown,Outono,4.0,No,Venmo,Free Shipping,No,No,24,Debit Card,Anual
3337,3337,3337,3338,23,Feminino,Jaqueta,Agasalhos,23,Arizona,L,Blue,Inverno,4.4,No,Bank Transfer,2-Day Shipping,No,No,45,Bank Transfer,Cada 2 semanas
3338,3338,3338,3339,29,Feminino,Saia,Roupas,94,Minnesota,L,White,Inverno,2.9,No,Venmo,2-Day Shipping,No,No,46,Credit Card,Mensal
3339,3339,3339,3340,20,Feminino,Luvas,Acessórios,99,Nebraska,M,Cyan,Outono,3.6,No,Debit Card,Store Pickup,No,No,35,Cash,Quinzenal
3340,3340,3340,3341,42,Feminino,T-shirt,Roupas,36,Virginia,XL,Maroon,Outono,4.4,No,Credit Card,Free Shipping,No,No,47,Credit Card,Quinzenal
3341,3341,3341,3342,55,Feminino,Jaqueta,Agasalhos,50,Connecticut,XL,Olive,Verão,4.5,No,Venmo,Standard,No,No,35,Credit Card,Mensal
3342,3342,3342,3343,66,Feminino,Jaqueta,Agasalhos,81,New Jersey,M,Violet,Primavera,3.8,No,Credit Card,Free Shipping,No,No,45,Credit Card,Semanal
3343,3343,3343,3344,24,Feminino,Shorts,Roupas,31,Kentucky,XL,Green,Inverno,3.6,No,Bank Transfer,2-Day Shipping,No,No,6,Cash,Cada 2 semanas
3344,3344,3344,3345,62,Feminino,Chapéu,Acessórios,48,Washington,XL,Magenta,Outono,4.3,No,Debit Card,Free Shipping,No,No,20,Cash,Anual
3345,3345,3345,3346,28,Feminino,Bolsa,Acessórios,91,Florida,M,Turquoise,Verão,4.0,No,Cash,2-Day Shipping,No,No,3,Venmo,Cada 2 semanas
3346,3346,3346,3347,30,Feminino,Jeans,Roupas,99,Oklahoma,M,Black,Verão,3.4,No,PayPal,Express,No,No,30,Venmo,Trimestral
3347,3347,3347,3348,22,Feminino,Sapatos,Calçados,70,Iowa,XL,Cyan,Verão,4.4,No,Credit Card,Standard,No,No,28,PayPal,Cada 2 semanas
3348,3348,3348,3349,28,Feminino,T-shirt,Roupas,74,New Hampshire,L,Gray,Inverno,2.8,No,PayPal,Standard,No,No,15,Cash,Cada 3 meses
3349,3349,3349,3350,35,Feminino,Jóias,Acessórios,79,Georgia,M,Red,Outono,2.8,No,Cash,Store Pickup,No,No,29,PayPal,Trimestral
3350,3350,3350,3351,45,Feminino,Bolsa,Acessórios,33,Mississippi,S,Olive,Outono,4.9,No,PayPal,2-Day Shipping,No,No,15,Cash,Cada 2 semanas
3351,3351,3351,3352,43,Feminino,Camisa,Roupas,49,New Hampshire,L,Cyan,Primavera,4.2,No,Cash,2-Day Shipping,No,No,18,Bank Transfer,Quinzenal
3352,3352,3352,3353,55,Feminino,Cinto,Acessórios,96,Washington,M,Teal,Verão,2.9,No,Credit Card,Next Day Air,No,No,7,Bank Transfer,Cada 2 semanas
3353,3353,3353,3354,31,Feminino,Vestido,Roupas,66,Ohio,L,Teal,Outono,4.6,No,Debit Card,Free Shipping,No,No,19,Credit Card,Cada 3 meses
3354,3354,3354,3355,42,Feminino,Saia,Roupas,45,Maryland,M,Orange,Outono,2.8,No,Cash,Next Day Air,No,No,15,PayPal,Semanal
3355,3355,3355,3356,40,Feminino,Blusa,Roupas,28,Delaware,M,Peach,Primavera,2.6,No,Debit Card,Store Pickup,No,No,3,Bank Transfer,Cada 2 semanas
3356,3356,3356,3357,39,Feminino,Jeans,Roupas,48,Tennessee,M,Silver,Verão,3.5,No,Credit Card,Store Pickup,No,No,13,PayPal,Cada 2 semanas
3357,3357,3357,3358,41,Feminino,Hoodie,Roupas,67,Arkansas,M,Pink,Inverno,3.5,No,Venmo,Free Shipping,No,No,37,Credit Card,Mensal
3358,3358,3358,3359,56,Feminino,T-shirt,Roupas,59,Tennessee,M,Magenta,Outono,3.4,No,Debit Card,2-Day Shipping,No,No,26,Cash,Anual
3359,3359,3359,3360,43,Feminino,Óculos de sol,Acessórios,74,New Hampshire,L,Red,Outono,3.9,No,Credit Card,Next Day Air,No,No,29,Debit Card,Mensal
3360,3360,3360,3361,22,Feminino,Jaqueta,Agasalhos,81,Minnesota,M,Maroon,Primavera,3.3,No,Venmo,2-Day Shipping,No,No,47,Cash,Cada 3 meses
3361,3361,3361,3362,47,Feminino,Sapatos,Calçados,26,Florida,M,Silver,Primavera,4.1,No,Credit Card,Free Shipping,No,No,47,Credit Card,Cada 2 semanas
3362,3362,3362,3363,50,Feminino,Bolsa,Acessórios,61,Tennessee,M,Gray,Verão,3.0,No,Credit Card,Next Day Air,No,No,48,Venmo,Quinzenal
3363,3363,3363,3364,58,Feminino,Suéter,Roupas,23,California,M,Turquoise,Inverno,3.0,No,PayPal,Next Day Air,No,No,46,Bank Transfer,Cada 2 semanas
3364,3364,3364,3365,50,Feminino,Lenço,Acessórios,33,Oregon,M,Peach,Outono,3.2,No,Cash,Standard,No,No,7,Credit Card,Mensal
3365,3365,3365,3366,43,Feminino,Saia,Roupas,58,Tennessee,L,Teal,Outono,3.9,No,Bank Transfer,Express,No,No,45,Credit Card,Cada 3 meses
3366,3366,3366,3367,38,Feminino,Luvas,Acessórios,65,North Carolina,M,Red,Primavera,3.6,No,Venmo,2-Day Shipping,No,No,47,Debit Card,Trimestral
3367,3367,3367,3368,44,Feminino,T-shirt,Roupas,48,Tennessee,M,Blue,Verão,3.1,No,Credit Card,Store Pickup,No,No,6,Venmo,Quinzenal
3368,3368,3368,3369,30,Feminino,Sandálias,Calçados,25,Nebraska,M,Blue,Primavera,4.8,No,Cash,Express,No,No,29,Bank Transfer,Cada 3 meses
3369,3369,3369,3370,47,Feminino,Suéter,Roupas,51,Maine,M,Indigo,Inverno,3.8,No,Debit Card,2-Day Shipping,No,No,42,Cash,Mensal
3370,3370,3370,3371,30,Feminino,Cinto,Acessórios,31,Illinois,M,Charcoal,Verão,2.8,No,Venmo,Store Pickup,No,No,46,Cash,Quinzenal
3371,3371,3371,3372,49,Feminino,Hoodie,Roupas,99,Colorado,S,Turquoise,Inverno,4.0,No,PayPal,Next Day Air,No,No,28,PayPal,Anual
3372,3372,3372,3373,56,Feminino,Meias,Roupas,25,Pennsylvania,M,Maroon,Inverno,4.6,No,Credit Card,Free Shipping,No,No,14,Credit Card,Cada 3 meses
3373,3373,3373,3374,70,Feminino,Sandálias,Calçados,52,Minnesota,M,Purple,Primavera,3.5,No,Debit Card,Store Pickup,No,No,12,Debit Card,Cada 3 meses
3374,3374,3374,3375,22,Feminino,Blusa,Roupas,47,Nevada,S,Lavender,Primavera,3.7,No,Debit Card,2-Day Shipping,No,No,41,Debit Card,Anual
3375,3375,3375,3376,51,Feminino,Botas,Calçados,98,Connecticut,XL,Yellow,Outono,4.9,No,Debit Card,Express,No,No,8,Credit Card,Anual
3376,3376,3376,3377,22,Feminino,Chapéu,Acessórios,46,Ohio,M,Green,Inverno,4.1,No,Credit Card,Store Pickup,No,No,24,Cash,Trimestral
3377,3377,3377,3378,37,Feminino,Camisa,Roupas,32,Kentucky,M,Yellow,Inverno,4.6,No,Bank Transfer,Next Day Air,No,No,18,PayPal,Quinzenal
3378,3378,3378,3379,49,Feminino,Shorts,Roupas,75,Minnesota,L,Gold,Outono,4.5,No,PayPal,Next Day Air,No,No,6,Cash,Trimestral
3379,3379,3379,3380,61,Feminino,Bolsa,Acessórios,51,Tennessee,L,Turquoise,Verão,5.0,No,Debit Card,Store Pickup,No,No,40,Cash,Semanal
3380,3380,3380,3381,41,Feminino,Vestido,Roupas,52,North Dakota,L,Blue,Verão,3.8,No,PayPal,Standard,No,No,6,PayPal,Cada 3 meses
3381,3381,3381,3382,57,Feminino,Chapéu,Acessórios,66,Minnesota,L,Turquoise,Inverno,4.7,No,Bank Transfer,Standard,No,No,27,Credit Card,Trimestral
3382,3382,3382,3383,34,Feminino,Suéter,Roupas,35,Nebraska,M,Maroon,Primavera,2.8,No,Bank Transfer,Express,No,No,2,Bank Transfer,Semanal
3383,3383,3383,3384,27,Feminino,Casaco,Agasalhos,43,Delaware,M,Pink,Outono,2.6,No,Credit Card,Next Day Air,No,No,39,Venmo,Cada 2 semanas
3384,3384,3384,3385,39,Feminino,Hoodie,Roupas,24,Minnesota,L,Maroon,Verão,3.8,No,Credit Card,Free Shipping,No,No,9,Venmo,Trimestral
3385,3385,3385,3386,62,Feminino,Jóias,Acessórios,83,Rhode Island,M,Olive,Inverno,2.8,No,PayPal,Standard,No,No,16,Credit Card,Cada 3 meses
3386,3386,3386,3387,34,Feminino,T-shirt,Roupas,62,Michigan,M,Lavender,Outono,2.6,No,Debit Card,2-Day Shipping,No,No,36,Cash,Trimestral
3387,3387,3387,3388,53,Feminino,Calças,Roupas,78,New Jersey,S,Pink,Primavera,3.4,No,Venmo,2-Day Shipping,No,No,2,Credit Card,Cada 2 semanas
3388,3388,3388,3389,35,Feminino,Suéter,Roupas,61,South Dakota,M,Cyan,Primavera,4.5,No,Venmo,Store Pickup,No,No,21,Credit Card,Semanal
3389,3389,3389,3390,38,Feminino,Calças,Roupas,57,North Carolina,L,Maroon,Outono,3.8,No,Credit Card,Free Shipping,No,No,39,Venmo,Anual
3390,3390,3390,3391,32,Feminino,Meias,Roupas,70,Oregon,S,Red,Verão,3.0,No,Credit Card,Next Day Air,No,No,38,PayPal,Anual
3391,3391,3391,3392,47,Feminino,Hoodie,Roupas,57,Montana,M,Silver,Outono,3.7,No,Cash,2-Day Shipping,No,No,6,Debit Card,Cada 3 meses
3392,3392,3392,3393,53,Feminino,Lenço,Acessórios,74,New Jersey,XL,Blue,Inverno,4.4,No,Credit Card,Free Shipping,No,No,6,Venmo,Cada 2 semanas
3393,3393,3393,3394,60,Feminino,Vestido,Roupas,90,Arizona,M,Gold,Outono,3.1,No,PayPal,Next Day Air,No,No,50,Debit Card,Mensal
3394,3394,3394,3395,31,Feminino,Sandálias,Calçados,98,Vermont,S,Yellow,Primavera,4.2,No,Cash,Store Pickup,No,No,9,PayPal,Anual
3395,3395,3395,3396,44,Feminino,Vestido,Roupas,43,Colorado,M,Silver,Inverno,3.1,No,Debit Card,Free Shipping,No,No,15,Debit Card,Cada 3 meses
3396,3396,3396,3397,29,Feminino,Calças,Roupas,37,Tennessee,XL,Black,Inverno,5.0,No,PayPal,Next Day Air,No,No,5,PayPal,Trimestral
3397,3397,3397,3398,19,Feminino,Blusa,Roupas,38,New Jersey,L,Yellow,Verão,2.7,No,Bank Transfer,Standard,No,No,13,Bank Transfer,Cada 2 semanas
3398,3398,3398,3399,54,Feminino,Jeans,Roupas,60,Montana,L,Pink,Inverno,3.8,No,Cash,Standard,No,No,44,Cash,Quinzenal
3399,3399,3399,3400,40,Feminino,Calças,Roupas,55,Montana,XL,Yellow,Inverno,3.3,No,Debit Card,Standard,No,No,36,Debit Card,Anual
3400,3400,3400,3401,39,Feminino,Óculos de sol,Acessórios,51,Nevada,M,Lavender,Outono,4.8,No,Debit Card,Free Shipping,No,No,18,Venmo,Quinzenal
3401,3401,3401,3402,44,Feminino,Mochila,Acessórios,71,Nevada,L,Peach,Inverno,3.4,No,Venmo,Standard,No,No,39,Credit Card,Semanal
3402,3402,3402,3403,22,Feminino,Hoodie,Roupas,61,Louisiana,M,Black,Primavera,4.4,No,Venmo,2-Day Shipping,No,No,11,PayPal,Cada 3 meses
3403,3403,3403,3404,30,Feminino,Botas,Calçados,65,Illinois,M,Olive,Verão,3.9,No,Credit Card,Standard,No,No,1,Cash,Cada 2 semanas
3404,3404,3404,3405,69,Feminino,Luvas,Acessórios,34,South Carolina,L,Olive,Outono,3.9,No,Cash,2-Day Shipping,No,No,34,Credit Card,Anual
3405,3405,3405,3406,28,Feminino,Blusa,Roupas,87,Washington,M,White,Verão,4.2,No,Venmo,Store Pickup,No,No,47,Bank Transfer,Cada 2 semanas
3406,3406,3406,3407,57,Feminino,Suéter,Roupas,79,Nebraska,M,Red,Primavera,4.0,No,Venmo,Store Pickup,No,No,24,Venmo,Trimestral
3407,3407,3407,3408,46,Feminino,Vestido,Roupas,46,Alabama,S,Purple,Primavera,2.6,No,Bank Transfer,Store Pickup,No,No,20,Cash,Trimestral
3408,3408,3408,3409,48,Feminino,Meias,Roupas,72,Montana,L,Purple,Verão,4.4,No,PayPal,Standard,No,No,11,Bank Transfer,Anual
3409,3409,3409,3410,24,Feminino,Camisa,Roupas,93,Minnesota,M,Teal,Verão,3.2,No,PayPal,Next Day Air,No,No,3,Credit Card,Cada 3 meses
3410,3410,3410,3411,50,Feminino,Sandálias,Calçados,76,Ohio,L,Teal,Verão,4.3,No,PayPal,Free Shipping,No,No,38,Bank Transfer,Cada 2 semanas
3411,3411,3411,3412,29,Feminino,Sapatos,Calçados,56,New York,L,Gray,Inverno,4.9,No,Venmo,2-Day Shipping,No,No,45,Cash,Semanal
3412,3412,3412,3413,61,Feminino,Sandálias,Calçados,83,Indiana,M,Magenta,Outono,3.8,No,Credit Card,Store Pickup,No,No,31,Venmo,Trimestral
3413,3413,3413,3414,34,Feminino,Luvas,Acessórios,90,Delaware,XL,Black,Inverno,2.5,No,Cash,Express,No,No,16,PayPal,Cada 2 semanas
3414,3414,3414,3415,27,Feminino,Botas,Calçados,94,Connecticut,M,Maroon,Primavera,4.9,No,Venmo,Next Day Air,No,No,3,Bank Transfer,Trimestral
3415,3415,3415,3416,38,Feminino,Blusa,Roupas,68,New York,M,Gold,Outono,3.0,No,Credit Card,2-Day Shipping,No,No,15,Bank Transfer,Anual
3416,3416,3416,3417,25,Feminino,Sandálias,Calçados,53,Alabama,M,Purple,Primavera,3.2,No,PayPal,Store Pickup,No,No,11,Bank Transfer,Cada 3 meses
3417,3417,3417,3418,54,Feminino,Casaco,Agasalhos,35,Massachusetts,M,Blue,Verão,2.9,No,PayPal,2-Day Shipping,No,No,22,Debit Card,Quinzenal
3418,3418,3418,3419,53,Feminino,Jaqueta,Agasalhos,30,South Carolina,M,Beige,Verão,2.8,No,Cash,Free Shipping,No,No,35,Debit Card,Anual
3419,3419,3419,3420,23,Feminino,Jóias,Acessórios,26,West Virginia,L,Indigo,Inverno,3.1,No,Venmo,Store Pickup,No,No,5,Venmo,Cada 2 semanas
3420,3420,3420,3421,19,Feminino,Chapéu,Acessórios,60,Kentucky,M,Purple,Inverno,3.4,No,Debit Card,Express,No,No,35,PayPal,Cada 2 semanas
3421,3421,3421,3422,57,Feminino,Sapatos,Calçados,30,New Jersey,M,Maroon,Verão,2.9,No,PayPal,Free Shipping,No,No,27,PayPal,Semanal
3422,3422,3422,3423,19,Feminino,Casaco,Agasalhos,91,New York,L,Beige,Inverno,3.2,No,Credit Card,Next Day Air,No,No,9,Venmo,Mensal
3423,3423,3423,3424,33,Feminino,Botas,Calçados,71,Massachusetts,M,Brown,Primavera,3.8,No,Venmo,Next Day Air,No,No,21,PayPal,Cada 2 semanas
3424,3424,3424,3425,33,Feminino,Lenço,Acessórios,64,Florida,L,Green,Verão,3.6,No,Venmo,2-Day Shipping,No,No,23,Credit Card,Mensal
3425,3425,3425,3426,38,Feminino,Chapéu,Acessórios,54,Michigan,M,Blue,Verão,4.3,No,Bank Transfer,Next Day Air,No,No,3,Debit Card,Cada 2 semanas
3426,3426,3426,3427,47,Feminino,Meias,Roupas,35,Oregon,XL,Magenta,Outono,4.8,No,PayPal,2-Day Shipping,No,No,31,Credit Card,Anual
3427,3427,3427,3428,39,Feminino,T-shirt,Roupas,38,Michigan,XL,Turquoise,Inverno,2.5,No,Bank Transfer,Store Pickup,No,No,44,Cash,Anual
3428,3428,3428,3429,32,Feminino,Jóias,Acessórios,69,Washington,M,Gray,Outono,2.5,No,Debit Card,Next Day Air,No,No,20,Venmo,Mensal
3429,3429,3429,3430,27,Feminino,Saia,Roupas,96,Alaska,S,Purple,Inverno,4.6,No,Debit Card,Express,No,No,34,Debit Card,Semanal
3430,3430,3430,3431,67,Feminino,Meias,Roupas,73,Montana,M,Lavender,Inverno,4.2,No,Credit Card,Next Day Air,No,No,17,Bank Transfer,Cada 3 meses
3431,3431,3431,3432,46,Feminino,Cinto,Acessórios,49,New Mexico,S,Green,Verão,4.2,No,Cash,Express,No,No,20,Venmo,Anual
3432,3432,3432,3433,36,Feminino,Botas,Calçados,44,Connecticut,M,Gray,Verão,4.8,No,Credit Card,2-Day Shipping,No,No,46,PayPal,Cada 3 meses
3433,3433,3433,3434,62,Feminino,Meias,Roupas,93,Alaska,M,Yellow,Primavera,4.5,No,Cash,Free Shipping,No,No,28,PayPal,Anual
3434,3434,3434,3435,31,Feminino,Calças,Roupas,72,Ohio,S,Orange,Verão,3.3,No,PayPal,2-Day Shipping,No,No,6,Venmo,Quinzenal
3435,3435,3435,3436,68,Feminino,Meias,Roupas,91,Montana,M,Beige,Verão,2.7,No,Debit Card,2-Day Shipping,No,No,50,Debit Card,Cada 2 semanas
3436,3436,3436,3437,57,Feminino,Cinto,Acessórios,83,Nebraska,L,Peach,Inverno,2.8,No,Venmo,2-Day Shipping,No,No,41,Bank Transfer,Mensal
3437,3437,3437,3438,22,Feminino,Jaqueta,Agasalhos,62,Oklahoma,S,Green,Inverno,3.5,No,Venmo,2-Day Shipping,No,No,50,PayPal,Anual
3438,3438,3438,3439,26,Feminino,Camisa,Roupas,71,Kentucky,M,Violet,Outono,3.0,No,Debit Card,Store Pickup,No,No,33,Credit Card,Mensal
3439,3439,3439,3440,43,Feminino,Luvas,Acessórios,93,Idaho,M,Gray,Verão,4.5,No,Cash,Express,No,No,25,Venmo,Trimestral
3440,3440,3440,3441,45,Feminino,Bolsa,Acessórios,63,Maryland,L,Magenta,Outono,4.3,No,Credit Card,2-Day Shipping,No,No,2,PayPal,Semanal
3441,3441,3441,3442,64,Feminino,Suéter,Roupas,96,Tennessee,XL,Charcoal,Outono,4.1,No,Debit Card,Standard,No,No,15,Credit Card,Anual
3442,3442,3442,3443,28,Feminino,Saia,Roupas,78,Michigan,M,Violet,Primavera,4.3,No,Venmo,Next Day Air,No,No,12,PayPal,Semanal
3443,3443,3443,3444,47,Feminino,Vestido,Roupas,24,Tennessee,L,Silver,Verão,5.0,No,PayPal,Free Shipping,No,No,28,Cash,Cada 2 semanas
3444,3444,3444,3445,53,Feminino,Calças,Roupas,63,Rhode Island,S,Green,Verão,3.8,No,Cash,2-Day Shipping,No,No,12,Bank Transfer,Cada 2 semanas
3445,3445,3445,3446,42,Feminino,Chapéu,Acessórios,58,Florida,M,Magenta,Outono,4.9,No,Venmo,Standard,No,No,3,Debit Card,Anual
3446,3446,3446,3447,51,Feminino,Botas,Calçados,55,Louisiana,S,Purple,Primavera,5.0,No,Debit Card,2-Day Shipping,No,No,20,Cash,Semanal
3447,3447,3447,3448,62,Feminino,Sandálias,Calçados,58,Arkansas,M,Blue,Outono,4.3,No,Debit Card,Express,No,No,3,Bank Transfer,Cada 2 semanas
3448,3448,3448,3449,18,Feminino,Casaco,Agasalhos,28,Kentucky,S,Yellow,Inverno,4.1,No,PayPal,Express,No,No,32,Bank Transfer,Quinzenal
3449,3449,3449,3450,48,Feminino,Blusa,Roupas,37,Kansas,M,Brown,Primavera,4.5,No,PayPal,Standard,No,No,35,Cash,Mensal
3450,3450,3450,3451,20,Feminino,Shorts,Roupas,78,Vermont,M,Pink,Primavera,3.6,No,PayPal,Store Pickup,No,No,31,PayPal,Mensal
3451,3451,3451,3452,32,Feminino,Blusa,Roupas,73,Nevada,XL,Silver,Outono,3.0,No,Bank Transfer,Free Shipping,No,No,13,Credit Card,Anual
3452,3452,3452,3453,26,Feminino,Jaqueta,Agasalhos,20,Oklahoma,M,Indigo,Primavera,3.7,No,Credit Card,Next Day Air,No,No,3,Venmo,Quinzenal
3453,3453,3453,3454,31,Feminino,Camisa,Roupas,60,Alabama,L,Pink,Inverno,4.3,No,Venmo,Standard,No,No,48,Venmo,Cada 2 semanas
3454,3454,3454,3455,55,Feminino,Bolsa,Acessórios,71,Louisiana,S,Lavender,Outono,4.6,No,Cash,Store Pickup,No,No,15,PayPal,Cada 2 semanas
3455,3455,3455,3456,49,Feminino,T-shirt,Roupas,89,Ohio,M,Orange,Outono,4.7,No,Bank Transfer,Standard,No,No,13,Venmo,Anual
3456,3456,3456,3457,42,Feminino,Hoodie,Roupas,53,Texas,M,Red,Outono,4.6,No,Bank Transfer,Express,No,No,21,Venmo,Mensal
3457,3457,3457,3458,64,Feminino,Jóias,Acessórios,87,Maryland,M,Gray,Verão,3.0,No,Bank Transfer,Express,No,No,29,Cash,Quinzenal
3458,3458,3458,3459,68,Feminino,Jóias,Acessórios,37,West Virginia,L,Violet,Primavera,3.4,No,PayPal,Standard,No,No,24,Venmo,Trimestral
3459,3459,3459,3460,68,Feminino,Hoodie,Roupas,37,Ohio,L,Green,Outono,3.8,No,Venmo,Express,No,No,21,PayPal,Anual
3460,3460,3460,3461,41,Feminino,Lenço,Acessórios,78,Indiana,M,Gold,Primavera,3.1,No,Credit Card,Express,No,No,5,Bank Transfer,Cada 2 semanas
3461,3461,3461,3462,51,Feminino,Sapatos,Calçados,23,Wyoming,S,Maroon,Primavera,4.4,No,Venmo,Standard,No,No,47,Cash,Trimestral
3462,3462,3462,3463,44,Feminino,Jeans,Roupas,73,Michigan,L,Olive,Primavera,4.5,No,Bank Transfer,Standard,No,No,34,Credit Card,Cada 3 meses
3463,3463,3463,3464,27,Feminino,Jóias,Acessórios,27,Maine,M,Yellow,Outono,2.8,No,Debit Card,2-Day Shipping,No,No,45,PayPal,Quinzenal
3464,3464,3464,3465,36,Feminino,Casaco,Agasalhos,59,Utah,S,Peach,Inverno,2.7,No,Debit Card,Next Day Air,No,No,12,PayPal,Anual
3465,3465,3465,3466,19,Feminino,Mochila,Acessórios,53,Iowa,M,Gold,Primavera,3.4,No,Bank Transfer,Standard,No,No,31,Debit Card,Semanal
3466,3466,3466,3467,49,Feminino,Meias,Roupas,42,Maryland,S,Purple,Verão,4.6,No,Debit Card,Standard,No,No,43,Bank Transfer,Anual
3467,3467,3467,3468,18,Feminino,Lenço,Acessórios,45,Texas,M,Charcoal,Outono,5.0,No,Bank Transfer,Next Day Air,No,No,5,Credit Card,Anual
3468,3468,3468,3469,36,Feminino,Óculos de sol,Acessórios,89,Ohio,S,Indigo,Inverno,3.5,No,Credit Card,Standard,No,No,36,Debit Card,Trimestral
3469,3469,3469,3470,36,Feminino,Meias,Roupas,85,North Dakota,L,Magenta,Outono,3.3,No,Bank Transfer,Store Pickup,No,No,12,Cash,Anual
3470,3470,3470,3471,19,Feminino,Casaco,Agasalhos,69,West Virginia,S,Olive,Verão,4.5,No,Cash,Free Shipping,No,No,31,Cash,Cada 2 semanas
3471,3471,3471,3472,43,Feminino,Sandálias,Calçados,66,North Carolina,S,Blue,Primavera,3.1,No,Cash,Store Pickup,No,No,31,Cash,Cada 2 semanas
3472,3472,3472,3473,31,Feminino,Blusa,Roupas,42,Georgia,S,White,Verão,4.0,No,Bank Transfer,Free Shipping,No,No,15,Debit Card,Semanal
3473,3473,3473,3474,63,Feminino,Vestido,Roupas,40,Kansas,M,Cyan,Primavera,2.5,No,Credit Card,Express,No,No,11,Cash,Semanal
3474,3474,3474,3475,41,Feminino,Calças,Roupas,82,Maine,M,Cyan,Inverno,4.4,No,PayPal,Store Pickup,No,No,18,Venmo,Mensal
3475,3475,3475,3476,48,Feminino,Tênis,Calçados,88,South Carolina,M,Orange,Primavera,4.4,No,Debit Card,Express,No,No,9,Cash,Trimestral
3476,3476,3476,3477,68,Feminino,Botas,Calçados,99,South Carolina,XL,Orange,Verão,3.2,No,Credit Card,Free Shipping,No,No,11,Cash,Semanal
